Title_alternate|Contributor_1_name|Contributor_1_type|Contributor_1_role|Contributor_2_name|Contributor_2_type|Contributor_2_role|Contributor_3_name|Contributor_3_type|Contributor_3_role|Description|Subject|ETC_fileName|ETC_Note|Dimensions|Source|Coverage_periodName|ETC_AltId
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Auld, Patti|PersonalName|scanner||NULL|illustrator|Top Row (left to right):  Gordon Y. Dow (Capt. Goal), William E. Turner (Manager), G.W. Coffey (Goal) <P>$Middle Row (left to right):  G.Donald S. Ellis (Wing), Ralph R. Goodine (Defence), D.M. Burns (Wing), Percy W. Minue (Centre), H.J. Miller (Defence), George A. Aubey (Wing) <P>$Bottom Row (left to right):  James H. Peters (Wing), Bruce S. Currie (Asst. Mgr.), Donald A. Adams (Defence) <P>$Series of individual photos of players posed in full gear, including skates and hockey sticks.  Identification includes name of player's position. "Intercollegiate Champions of New Brunswick."  Shown with trophy.|Dow,  Gordon Y.$Ellis,  G. Donald S.$Goodine,  Ralph G.$Peters,  James H.$Turner,  William E.$Burns,  D.M.$Currie,  Bruce S.$Coffey,  G.W.$Minue,  Percy W.$Miller,  H.J.$Aubey,  George A.$Adams,  Donald A.|156.tif|Conservation:  matte and photos slightly warped$Matted:  26" x 22"|b&w:  26" x 22"|PE 156|1930|156
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Auld, Patti|PersonalName|scanner||NULL|illustrator|Top row (left to right):  Winston C. Scott (Manager), D. Pickard (Left Defence), Gordon Y. Dow (Goal), Ralph R. Goodine (Right Defence), T.H. Coffey (Coach) <P>$Middle row (left to right):  G.Donald S. Ellis (Left Wing), Percy W. Minue (Capt. Centre), Henri P. Clavette (Right Wing) <P>$Bottom row (left to right):  M.G. Watson (Left Wing), Herbert N. Goodspeed (Centre), A.G. Fradsham (Goal), Robert H. Chalmers (Left Defence), Vernon F. Daughney (Right Wing) <P>$Series of individual photos of players in full gear, including skates and hockey sticks, arranged on matte.  Identification includes name of player's position.|Scott,  Winston C.$Dow,  Gordon Y.$Coffey,  T.H.$Pickard,  D.$Goodine,  Ralph R.$Ellis,  G. Donald S.$Minue,  Percy W.$Clavette,  Henri D.$Watson,  M.G.$Goodspeed,  Herbert N.$Fradsham,  A.G.$Chalmers,  Robert H.$Daughney,  Vernon F.|157.tif|Conservation:  matte and photos dirty and badly stained.  Several individual photos are scratched and damaged$Matted:  22" x 28"|b&w:  22" x 28"|PE 157|1931|157
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Team members posed on steps of airplane.  Handwritten on reverse:  "UNB Red Devils hockey team make Canadian finals, 1964, at Kingston, Ontario."|None|174.tif|Conservation:  reduction instructions written in margins|b&w:  8" x 10"|UA PC-16 No-67|1964|174
HOCKEY - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Will Rodgers (Mgr.), Dick Hughes, Jim Pike, Philip C. Gale, Dave Benson, Paul Aird <P>$Front Row (left to right):  Tom Bjerkelund, Robert Lewis Bliss, Tom Whittingham, Art Ingersol, Norman George Kennedy, Richard Vernon Snow <P>$This photo appears with complete identification in the 1948 "Up the Hill" yearbook.  Junior Varsity Hockey.  Shown in full gear, including skates, sticks, and gloves.|Rodgers,  Will$Hughes,  Dick$Pike,  Jim$Gale,  Philip C.$Benson,  Dave$Aird,  Paul$Bjerkelund,  Tom$Bliss,  Robert Lewis$Whittingham,  Tom$Ingersol,  Art$Kennedy,  Norman George$Snow,  Richard Vernon|347.tif||b&w:  6.5" x 4"|Shelf A - Sports Yearbook 1948 Envelope|1948|347
HOCKEY - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Ian Reid, W. Kelly, Pete Sewell, Al Baxter, Bill Butler, Cyril Bellingham, Cyril C., Doc Savage <P>$Front Row (left to right):  Phil Gale, Tom Bjerkelund, Ted Dupuis, Dean Dow, Hank Howard <P>$Absent from photo:  Carl Laurier, A. Robert Rogers, Adam Berry <P>$This photo appears with complete identification in the 1948 "Up the Hill" yearbook.  Intermural Hockey Champs (Junior Foresters).  Posed around net in full gear, including skates, sticks, gloves, and pads.|Reid,  Ian$Kelly,  W.$Sewell,  Pete$Baxter,  Al$Butler,  Bill$Bellingham,  Cyril$Savage,  Cyril C.,  Doc$Gale,  Phil$Bjerkelund,  Tom$Dupuis,  Ted$Dow,  Dean$Howard,  Hank|350.tif|Conservation:  creased, margin marked for reduction|b&w:  5" x 3.5"|Shelf A - Sports Yearbook 1948 Envelope|1948|350
HOCKEY - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Pete Kelly (Coach), Bob Wykes, Tom Ballantyne, Art Plummer, Gerry, Gaudet, George Steele, Ian Sewell, Ed Sears, Will Rodgers (Mgr.) <P>$From Row (left to right):  Bim McIntyre, Bob Ryan, Don Hicks, Ted Bedard, Bobby Dickson, Sammy Sansom, Ross Kellie, Ross Walker <P>$Absent from photo:  Cy Spear <P>$This photo appears with identification in the 1948 "Up the Hill" yearbook.  Senior Varsity Hockey.  Shown in full gear, including skates, sticks, gloves, and pads.|Kelly,  Pete$Wykes,  Bob$Ballantyne,  Tom$Plummer,  Art$Gaudet,  Gerry$Steele,  George$Sewell,  Ian$Sears,  Ed$Rodgers,  Will$McIntyre,  Bim$Ryan,  Bob$Hicks,  Don$Bedard,  Ted$Dickson,  Bobby$Sansom,  Sammy$Kellie,  Ross$Walker,  Ross|351.tif||b&w:  10" x 8"|Shelf A - Sports Yearbook 1948 Envelope|1948|351
HOCKEY - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Albert Kitchen, Ron Fram, Charlie McCluskey, Jim Morell, Jack Drover, Brian Baxter, Gary Jones, Pete Kelly (Coach) <P>$Middle Row (left to right):  Richard Matthews (Asst. Mgr.), Pat Forbes, Claude McKinnon, Austin Duquette, Dave Peterson, Paul LeBlanc, Bob Naylor, Bill Meahan, Mike Currie, Ted Bedard (Asst. Coach) <P>$Front Row (left to right):  Arnold Johnson (Mgr.), Jeff Leach, Rolie Belliveau, Martin Winslow, Jerry Bird, John Wrigley, Garnet Stairs, Herb Madill, Darrell LeBlanc <P>$Posed in full gear, including skates, sticks, gloves, and pads.|Kitchen,  Albert $Fram,  Ron $McCluskey,  Charlie $Morell,  Jim $Drover,  Jack $Baxter,  Brian $Jones,  Gary $Kelly,  Pete$Matthews,  Richard$Forbes,  Pat $McKinnon,  Claude $Duquette,  Austin$Peterson,  Dave $LeBlanc,  Paul $Naylor,  Bob$Meahan,  Bill $Currie,  Mike $Bedard,  Ted$Johnson,  Arnold $Leach,  Jeff $Belliveau,  Rolie$Winslow,  Martin $Bird,  Jerry$Wrigley,  John$Stairs,  Garnet$Madill,  Herb $LeBlanc,  Darrell|376.tif|Conservation:  lower right corner creased|b&w:  10" x 8"|UA RG 307 Box 18 File 24|1965|376
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Left to right:  Bruce Atwell, Jim Grant, Jim Morell, Tom Pile, Ron Loughrey <P>$Posed in full gear, including skates, sticks, and gloves.|Atwell,  Bruce$Grant,  Jim$Morell,  Jim$Pile,  Tom$Loughrey,  Ron |377.tif||b&w:  10" x 8"|UA RG 307 Box 18 File 6|1966-1967|377
HOCKEY - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Pete C. Kelly and Ron Pam <P>$Shown with skates, hockey sticks, and gloves.|Kelly,  Pete C.$Pam,  Ron |378.tif||b&w:  8" x 10"|UA RG 307 Box 18 File 6|1966-1967|378
HOCKEY - Men|Brown, Tanya|PersonalName|scanner||PersonalName|illustrator||NULL|illustrator|Left to right:  Rick Matthews, Jim Morell, Bob Arnott, Ed Russell, Laurence Jewett$Shown with skates, hockey sticks, and gloves.|Matthews,  Rick$Morell,  Jim$Arnott,  Bob$Russell,  Ed$Jewett,  Laurence|379.tif||b&w:  10" x 8"|UA RG 307 Box 18 File 6|1966-1967|379
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Ted Bedard (Asst. Coach), Rick Matthews (Mgr.), Jim Grant, Tom Pile, Allan Andrews, Martin Winslow, Ed Russell, Ian Lutes, Bob Arnott, Ron Loughrey, Pete C. Kelly (Coach) <P>$Front Row (left to right):  Bill Mallory (Asst. Mgr.), Mark Jacobson, Laurence Jewett, Herb Madill, Jim Morell, Ron Pam, Bruce Atwell, Austin Duquette, Terry Bird, Rick White (Asst. Mgr.) <P>$Shown with skates, gloves.  This photo appears with complete identification in the 1967 "Up the Hill" yearbook.|Bedard,  Ted$Matthews,  Rick$Grant,  Jim$Pile,  Tom$Andrews,  Allan$Winslow,  Martin$Russell,  Ed$Lutes,  Ian$Arnott,  Bob$Loughrey,  Ron$Kelly,  Pete C.$Mallory,  Bill$Jacobson,  Mark$Jewett,  Laurence$Madill,  Herb$Morell,  Jim$Pam,  Ron$Atwell,  Bruce$Duquette,  Austin$Bird,  Terry$White,  Rick|380.tif|Number of Copies:  2|b&w:  Both copies:  10" x 8"|Both copies:  UA RG 307 Box 18, File 6|1966-1967|380
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Left to right:  Ron Pam, Bob Arnott, Ed Russell, Laurence Jewett, Allan Andrews <P>$Shown with skates, sticks, and gloves.|Pam,  Ron$Arnott,  Bob$Russell,  Ed$Jewett,  Laurence$Andrews,  Allan|381.tif||b&w:  10" x 8"|UA RG 307 Box 18 File 6|1966-1967|381
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Left to right:  Mark Jacobson and Terry Bird <P>$Shown with goalie pads, sticks, and gloves (blockers and trappers).|Jacobson,  Mark$Bird,  Terry|382.tif||b&w:  10" x 8"|UA RG 307 Box 18 File 6|1966-1967|382
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Left to right:  Ian Lutes, Martin Winslow, Austin Duquette <P>$Shown with sticks, skates, gloves, and puck.|Lutes,  Ian$Winslow,  Martin$Duquette,  Austin|383.tif||b&w:  10" x 8"|UA RG 307 Box 18 File 6|1966-1967|383
HOCKEY - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  John Bishop (Mgr.), Eric Bonnyman (Asst. Mgr.), Dave Griffiths, Barrie Wilson, Rickie Landers, Bill Baker, Del Gallagher, Al Richard, Joe Bedard, Ed Allen, Pete Kelly (Coach) <P>$Front Row (left to right):  Hubert Mockler, Jack Elliot, Cam Manson, Jack Pinder, Irby Stewart, Joe Robinson, Henry Ward <P>$Posed in full gear, including skates, sticks, and gloves.  This photo appears with complete identification in the 1953 "Up the Hill" yearbook.|Bishop,  John$Bonnyman,  Eric$Griffiths,  Dave$Wilson,  Barrie$Landers,  Rickie$Baker,  Bill$Gallagher,  Del$Richard,  Al$Bedard,  Joe$Allen,  Ed$Kelly,  Pete$Mockler,  Hubert$Elliot,  Jack$Manson,  Cam$Pinder,  Jack$Stewart,  Irby$Robinson,  Joe$Ward,  Henry|385.tif|Conservation:  slightly discoloured and creased|b&w:  10" x 8"|UA RG 307 Box 29 File 2|1953|385
HOCKEY - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  [Ed Sears], Bob Wykes, Tom Ballantyne, Art Plummer, [Gerry Gaudet], George Steele, Pete Kelly (Coach), [Ian Sewell], Will Rodgers (Mgr.) <P>$Front Row (left to right):  Bim McIntyre, Robert Ryan, Don Hicks, Ted Bedard, Bobby Dickson, Cy Spear, Sammy Sansom, Ross Walker <P>$Absent from photo:  Ross Kellie <P>$Posed in full gear, including skates, sticks, and gloves.$|[Sears,  Ed]$Wykes,  Bob$Ballantyne,  Tom$Plummer,  Art$[Gaudet,  Gerry]$Steele,  George$Kelly,  Pete$[Sewell,  Ian]$Rodgers,  Will$McIntyre,  Bim$Ryan,  Robert$Hicks,  Don$Bedard,  Ted$Dickson,  Bobby$Spear,  Cy$Sansom,  Sammy$Walker,  Ross|386.tif|Conservation:  slightly stained|b&w:  7" x 4"|UA RG 307 Box 37 File 1|1947-1948|386
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Auld, Patti|PersonalName|scanner||NULL|illustrator|Top (clockwise):  Fred McLean (Coach), P.Bancroft Reid (Sub.), G.W. Coffey (Goal), G. Donald S. Ellis (Sub.), L. Elbridge Keenan (Right Wing), Louis A. Gagnon (Defence), Albert E. Hanson (Sub.), D.M. Burns (Defence), Percy W. Minue (Sub.), R.L. Burns (Sub.), W.R. Neill (Defence), Orlo E. Keene (Capt. Left Wing), George A. Aubey (Sub.), John F. Lynch (Centre), Donald A. Adams (Sub.), E.J. Carten (Manager) <P>$Individual portraits and photos of players in their gear (with sticks, skates, and gloves) are arranged on matte.  Identification includes name of player's position.  Trophy and scores of eight games are shown. "Intercollegiate Champions, Western Section".|Adams,  Donald A.$Aubey,  George A.$Keene,  Orlo E.$Neill,  W.R.$Burns,  R.L.$Minue,  Percy W.$Burns,  D.M.$Hanson,  Albert E.$Gagnon,  Louis A.$Keenan,  L. Elbridge$Ellis,  G. Donald S.$Coffey,  G.W.$Reid,  P. Bancroft$McLean,  Fred$Carten,  E.J.$Lynch,  John F.|412.tif||b&w:  22" x 27.5"|MSS NO-43|1929|412
HOCKEY - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back row (left to right): Art Plummer, Unidentified, Pete Kelly, Tom Ballantyne, Gerry Gaudet, Cy Spear, George Steele, Ian Sewell, Ed Sears, Ross Walker, Unidentified<P>$Front row (left to right): Bim McIntyre, Bob Ryan, Don Hicks, Ted Bedard, Bobby Dickson, Sammy Sansom, Ross Kellie<P>$Seated: [Bob Wykes]<P> $Senior Varsity Hockey.  Posed on ice in full uniform with gear including skates, sticks, gloves and pads.|Plummer,  Art$Kelly,  Pete$Ballantyne,  Tom$Gaudet,  Gerry$Spear,  Cy$Steele,  George$Sewell,  Ian$Sears,  Ed$Walker,  Ross$McIntyre,  Bim$Ryan,  Bob$Hicks,  Don$Bedard,  Ted$Dickson,  Bobby$Sansom,  Sammy$Kellie,  Ross$Wykes,  Bob |426.tif|Conservation: photo creased around edges, has tack holes in six spots along edges and red pen marks on left and right sides |b&w: 10" x 8"|UA RG 307 Box 20 File 1|1948|426
HOCKEY - Women|Cote, Laura|NULL|scanner||NULL|||NULL||Back row (left to right): Paulina P. Fox (l. wing), Marianne (Molly) G. Otty (r. wing), Frederica (Ted) B. Hatheway (c. point), M. Lillian (Lil) Corbett (goal)<P>Front row (left to right): Georgie A. Ryan (Capt.) (rover), Zula V. Hallet (centre), E. Beatrice Smith (point)<P>Shown wearing skates, holding sticks, and with puck with "11" in foreground. Identification includes name of player's position.|Fox,  Paulina P.$Otty,  Marianne (Molly) G.$Hatheway,  Frederica (Ted) B.$Corbett,  M. Lillian (Lil)$Ryan,  Georgie A.$Hallet,  Zula V.$Smith,  E. Beatrice|401.tif|Number of Copies: 2$Conservation:  Copy 1: Slight abrasions at edges$|b&w:  Copy 1: 9" x 7"; Copy 2: 10" x 8"|Copy 1: UA RG 307 Box 28 File 16; Copy 2: PE 199|1911|401
LADY BEAVERBROOK GYMNASIUM|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Sir Max Aitken and Colin B. Mackay at sod turning for gym expansion. This single print contains two different 4" x 5" images.|Aitken,  Max,  Sir$Mackay,  Colin B.|341.tif||b&w:  8" x 5"|UA PC-6 NO-12(a)|1966|341
LADY BEAVERBROOK GYMNASIUM|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Sir Max Aitken and Colin B. Mackay at sod turning for gym expansion.|Aitken,  Max,  Sir$Mackay,  Colin B.|342.tif||b&w:  4.5" x 4"|UA PC-6 NO-12(b)|1966|342
LADY BEAVERBROOK GYMNASIUM|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Sir Max Aitken and Colin B. Mackay at sod turning for gym expansion.|Aitken,  Max,  Sir$Mackay,  Colin B.|343.tif||b&w:  4.5" x 4"|UA PC-6 NO-12(c)|1966|343
LEGERE, AMBY|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Individual portrait.  Amby Legere was the UNB swimming coach 1952-1977.  Deceased February 8, 1997.  Obituary in Feb. 11, 1997 Fredericton Daily Gleaner.|Legere,  Amby|83.tif|Conservation:  lower right and left corners torn|b&w:  2.5" x 3.5"|PE 83|n.d.|83
LEGERE, AMBY|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Individual portrait.  Amby Legere was the UNB swimming coach 1952-1977.  Deceased February 8, 1997.  Obituary in Feb. 11, 1997 Fredericton Daily Gleaner.$|Legere,  Amby|425.tif|Conservation: photo peeled in several areas. Upper and lower right corner creased|b&w: 5" x 7"|UA RG 307 Box 20 File 1|n.d.|425
PHYSICAL EDUCATION CLASS - Coed|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|This appears to be a photo of a PE class.  The men's t-shirts have a "UNB PE" logo.$|None|312.tif|Conservation:  edges stained|b&w:  10" x 7"|UA PC-7a NO-2(f-2)|n.d.|312
RUGBY - Men|Joe Stone and Son|CorporateName|photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Players posed in gym sitting on bleachers in uniform including spiked shoes.  Rugby shirts have UNB logo and "U.N.B. R.F.C." Shown with rugby ball with "1989".  Photo appears in 1990 UNB yearbook.|None|443.tif|Number of Copies: 2|colour:  Both copies:  10" x 8"|Copy 1: PE 186-1; Copy 2: PE 186-2|1989-1990|443
RUGBY - Men|Joe Stone and Son|CorporateName|photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Players posed in gym sitting on bleachers.  First two rows are wearing red uniforms and spiked shoes.  Last two rows are wearing black rugby shirts with grey stripes.  Rugby shirts have UNB logo and "U.N.B. R.F.C."  Shown with rugby ball with "1988". |None|444.tif|Number of Copies: 2$Matted: Copy 2: 12" x 10"|colour:  Both copies: 10" x 8"|Copy 1: PE 187-1; Copy 2: PE 187-2|1988-1989|444
SKI JUMPING - Men||NULL|illustrator||NULL|||NULL||This is from a series of photos labelled "Winter Carnival 1960".  Research shows that this photo was most likely taken during Winter Carnival in 1958.  UNB won the Maritime Intercollegiate & Open Ski Meet that was held, during Winter Carnival, at the Royal Roads Ski Club.|None|504.tif||b&w:  10" x 8"|UA PC-7 NO-26(75)|[1958]|504
SKI JUMPING - Men||NULL|illustrator||NULL|||NULL||This is from a series of photos taken during Winter Carnival in 1958.  UNB won the Maritime Intercollegiate & Open Ski Meet that was held, during Winter Carnival, at the Royal Roads Ski Club. A second copy of this photo is included in a series of photos labelled Winter Carnival 1960.|None|506.tif|Number of Copies: 2|b&w:  Both copies: 10" x 8"|Copy 1: UA PC-7 NO-4(28); Copy 2: UA PC-7 NO-26(76)|[1958]|506
SKIING - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Roger Houde (Capt.), Norm Crutchfield, Ken Maxwell, Bill Webster, Hans Anvik, Tom Taylor, Pete Dykeman (Mgr.), Lloyd Higgs, Fred Spinney (Coach)<P>$All team members on skis, holding poles.  "M.I.A.U. & Open Skiing Champions - 1958".|Houde,  Roger$Crutchfield,  Norm$Maxwell,  Ken$Webster,  Bill$Anvik,  Hans$Taylor,  Tom$Dykeman,  Pete$Higgs,  Lloyd$Spinney,  Fred|31.tif|Glass:  yes$Framed:  14.5" x 12.5"$|b&w:  9.5" x 7.5"|PE 31|1958|31
SKIING - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|This photo appears in the 1948 "Up the Hill" yearbook.  Shown with skis, poles, and "UNB Ski Club" banner.$|None|348.tif||b&w:  7" x 4"|Shelf A - Sport Yearbook 1948 Envelope|1948|348
SOCCER - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Soccer balls in foreground.<P>$Pose:  Formal|None||Glass:  yes$Framed:  12.5" x 15.5"$|b&w:  7.5" x 9.5"|PE 20|n.d.|20
SOCCER - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Jim Johnson (Mgr.), Bob Reid, Archie Geneau, Stig Harvor, Art Mosher, Ross Shepard, Buck Boby, Bob Spurway, Bernie Scott, Pete Mitchum, Mike Hassell, Canon Clark (Coach) <P>$Front Row (left to right):  Roy Osmond, Burt Simpson, Terry Kelly, Alf Harriott, Harry Fairbairn, Bernie Ganong, Scotty MacDonald <P>$Posed in front of goal in the snow, with soccer ball.  A similar photo appears with complete identification in the 1950 "Up the Hill" yearbook.|Johnson,  Jim$Reid,  Bob$Geneau,  Archie$Harvor,  Stig$Mosher,  Art$Shepard,  Ross$Boby,  Buck$Spurway,  Bob$Scott,  Bernie$Mitchum,  Pete$Hassell,  Mike$Clark,  Canon$Osmond,  Roy$Simpson,  Burt$Kelly,  Terry$Harriott,  Alf$Fairbairn,  Harry$Ganong,  Bernie$MacDonald,  Scotty|130.tif|Conservation:  fingerprint stains on left edge of photo$Matted:  12" x 10"|b&w:  9" x 6.5"|PE 130|1949-1950|130
SWIMMING - Coed||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row:  Howie Ryan (Coach), Ed Curtis, Pete Van Wagner, Dick Gale, Harrold Corrigan, Did Cottingham, Enid Blakeney, Ann Gibson, Nini Gibson, Audrey Gillies, and Eleanor Barker$Front Row:  George Noble, Cam MacMillan, Lorne Pelton, Don Vogel, and Dave Worthen$Absent from photo: Bruno Seppala$Team posed at poolside.  "Maritime Intercollegiate Swimming Champs 1947".  This photo appears with complete identification in the 1947 "Up the Hill" yearbook.|Ryan,  Howie$Curtis,  Ed$Wagner,  Pete Van$Gale,  Dick$Corrigan,  Harrold$Cottingham,  Did$Blakeney,  Enid$Gibson,  Ann$Gibson,  Nini$Gillies,  Audrey$Barker,  Eleanor$Noble,  George$MacMillan,  Cam$Pelton,  Lorne$Vogel,  Don$Worthen,  Dave|28.tif|Glass:  yes$Framed:  10.5" x 12.5"|b&w:  10" x 12"|PE 28|1947|28
SWIMMING - Coed|Joe Stone and Son|CorporateName|photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Team posed indoors wearing "UNB Swimming" tank tops and shorts over bathing suits.|Naylor,  Kathleen$Fisher,  Bruce|439.tif||colour: 10" x 8"|PE 182|[1989-1990]|439
SWIMMING - Coed|Joe Stone and Son|CorporateName|photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Team posed indoors wearing sweat uniforms with UNB logo and "UNB Varsity Swimming" written in upper left corner of sweatshirts.  Shown with "UNB Swimming" banner.|Naylor,  Kathleen$Donaldson,  Sean$Fisher,  Bruce|440.tif|Number of Copies:  2$Matted:  Copy 2: 12" x 10"|colour:  Both copies:  10" x 8"|Copy 1:  PE 183-1; Copy 2:  PE 183-2|[1988-1989]|440
SWIMMING - Coed|Joe Stone and Son|CorporateName|photographer|Cote, Laura|NULL|scanner||NULL|illustrator|Team posed by pool wearing "UNB Swimming" tank tops over swim suits.|Young,  Graeme$Donaldson,  Sean$Naylor,  Kathleen$Fisher,  Bruce|441.tif||colour: 10" x 8"|PE 184|[1987-1988]|441
SWIMMING - Coed|Joe Stone and Son|CorporateName|photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Team posed by pool wearing red fur-lined black coats with  "Speedo" logo. Players positioned in same order as photo PE 185.|Naylor,  Kathleen$Donaldson,  Sean$Fisher,  Bruce|442.tif||colour: 10" x 8"|PE 185|[1987-1988]|442
SWIMMING - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  G. Walsh, V. Stewart, A. Cowie, E. Petrie<P>$Front Row (left to right):  J. Starr, D. Fowler (Capt.), Amby Legere (Coach)<P>$"Maritime Intercollegiate & Maritime Open Swimming Champions 1954."  Trophy in foreground.  Posed at poolside.|Walsh,  G.$Stewart,  V.$Cowie,  A.$Petrie,  E.$Starr,  J.$Fowler,  D.$Legere,  Amby|29.tif|Number of Copies:  2$Glass:  Copy 1:  yes$Framed:  Copy 1:  14" x 12.5"|b&w:  Both copies:  9.5" x 7.5"|Copy 1:  PE 29-1; Copy 2:  PE 29-2|1954|29
SWIMMING - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Left to right:  Dalton K. Bell, T. Taylor, Edward S.F. Cadenhead, Lorne E. Pelton, George A. Noble, Donald Fraser Biggs, Ross E. Reade, Laurie B.R. Hunter, Amby Legere (Coach) <P>$"Maritime Intercollegiate Swimming Champions, 1949".  This photo appears with complete identification in the 1949 "Up the Hill" yearbook.|Bell,  Dalton K.$Taylor,  T.$Cadenhead,  Edward S.F.$Pelton,  Lorne E.$Noble,  George A.$Biggs,  Donald Fraser$Reade,  Ross E.$Hunter,  Laurie B.R.$Legere,  Amby|56.tif|Matted:  10" x 8"|b&w:  8" x 5.5"|PE 56|1949|56
SWIMMING - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Don Bell, Tony Taylor (Mgr.), George Noble, Don Macaulay, Ted Cadenhead<P>$Front Row (left to right):  Laurie Hunter, Ross Reade, Don Biggs, Amby Legere (Coach)<P>$"Maritime Intercollegiate Swimming Champs 1950".|Bell,  Don$Taylor,  Tony$Noble,  George$Macaulay,  Don$Cadenhead,  Ted$Hunter,  Laurie$Reade,  Ross$Biggs,  Don$Legere,  Amby|57.tif|Matted:  12" x 10"|b&w:  10" x 7.5"|PE 57|1950|57
SWIMMING - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  D. Bell, B. Colce, D. Fowler, W. Halsall, D. Biggs, B. MacLean, P. Gregg, Amby Legere (Coach)|Bell,  D.$Colce,  B.$Fowler,  D.$Halsall,  W.$Biggs,  D.$MacLean,  B.$Gregg,  P.$Legere,  Amby |58.tif|Conservation:  slightly cracked|b&w:  7" x 5"|PE 58|1951|58
SWIMMING - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Norm Pert (Mgr.), Ron Pearsall, Gregory Scott, Pete Williamson, Don Fowler, Pete  Nicholas, Vic Stewart (Capt.), Jeff Starr, Art Cowie, Amby Legere (Coach)<P>$Front Row (left to right):  Jim Evans, Dave Graham, Jim Gregory<P>$"Maritime Intercollegiate Swimming Champions 1955."  Posed at poolside.|Pert,  Norm$Pearsall,  Ron$Scott,  Gregory$Williamson,  Pete$Fowler,  Don$Nicholas,  Pete$Stewart,  Vic$Starr,  Jeff$Cowie,  Art$Legere,  Amby$Evans,  Jim$Graham,  Dave$Gregory,  Jim|61.tif|Matted:  13.5" x 12"|b&w:  9.5" x 7.5"|PE 61|1955|61
