image_id|source_file|source_number|type|format|contributor|buildings_current|buildings_former|date|photographer|width|height|resolution|physical_size|cd_location|tiff_location|notes|no_students|no_profs|related_image|display_dpi
190|class1915_APMurphy|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Aubrey P Murphy|0|0||72
191|class1915_ARStiles|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Alonzo Roland Stiles|0|0||72
192|class1915_AVEverett|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Archie Vernon Everett|0|0||72
193|class1915_ECAtkinson|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Ewart Clair Atkinson|0|0||72
194|class1915_EDOulton|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Earl Douglas Oulton|0|0||72
195|class1915_EJOwens|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Edward James Owens|0|0||72
196|class1915_FJMacGibbon|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Frank Jasper MacGibbon|0|0||72
197|class1915_FRoss|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Frederick Ross|0|0||72
198|class1915_GBMFraser|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||GB MacDonnel Fraser|0|0||72
199|class1915_GJMarr|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||George Jack Marr|0|0||72
200|class1915_HADeVeber|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Herbert Alleyne DeVeber|0|0||72
201|class1915_HLHolman|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Harry Ludlow Holman|0|0||72
202|class1915_JBHipwell|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||John Basil Hipwell|0|0||72
203|class1915_JGBPugh|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||James G Blaine Pugh|0|0||72
204|class1915_LJLockary|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Louis J Lockary|0|0||72
205|class1915_MAdams|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Marguerite Adams|0|0||72
206|class1915_TJGorman|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Thomas James Gorman|0|0||72
207|class1915_TWWebb|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||Tyler Wellington Webb|0|0||72
208|class1915_WAMersereau|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||William Arnold Mersereau|0|0||72
209|class1915_WJLawson|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||William J Lawson|0|0||72
210|class1915_WMHickman|0|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01||||||||William Marshall Hickman|0|0||72
211|class1913_sm_CSAlexander|0|Single|tiff|Mike Meade, Alex Rogers|||1916-01-01||||||||Chester Stephen Alexander|0|0||72
212|class1917_EHTownsend|0|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01||||||||Eleanor Harriat Townsend|0|0||72
213|class1917_SDNicholson|0|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01||||||||Sarah Dorothy Nicholson|0|0||72
214|Janet_Hallet|0|Single|tiff|Mike Meade, Alex Rogers|||0000-00-00||||||||Janet Hallet|0|0||72
215|class1914_LAGilbert|PR_4965|Single|tiff|Mike Meade, Alex Rogers|||1914-01-01|0|0|0|0|0| | |Lemuel Allen Gilbert|0|0||72
216|class1915_PRCrandall|PR_4958|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01|C Randall|0|0|0|0| | |Percy Robert Crandall|0|0||72
217|class1915_WVCreaghan|PR_4960|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01|CE McLean|0|0|0|0| | |William Vincent Creaghan|0|0||72
218|class1916_ABGilbert|PR_4964|Single|tiff|Mike Meade, Alex Rogers|||1916-01-01|Harvey Studio|0|0|0|0| | |Adrian Bradford Gilbert|0|0||72
219|class1916_CLEmerson|PR_4962|Single|tiff|Mike Meade, Alex Rogers|||1916-01-01|Harvey Studio|0|0|0|0| | |Charles Leonard Emerson|0|0||72
220|class1916_FCCronkite|PR_4961|Single|tiff|Mike Meade, Alex Rogers|||1916-01-01|Harvey Studio|0|0|0|0| | |Fred Clinton Cronkite|0|0||72
221|class1916_MMBaird|PR_4956|Single|tiff|Mike Meade, Alex Rogers|||1916-01-01|Harvey Studio|0|0|0|0| | |Murray McCheyne Baird|0|0||72
222|class1917_DBGreene|PR_4967|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Dorothy Blanche Greene|0|0||72
223|class1917_HGGregory|PR_4968|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |H Gladys Gregory|0|0||72
224|class1917_ISBliss|PR_4957|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|0|0|0|0|0| | |Isabel St. John Bliss|0|0||72
225|class1917_JGorman|PR_4966|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Jean Margaret Gorman|0|0||72
226|class1917_JRFraser|PR_4963|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |James Raymond Fraser|0|0||72
227|class1917_WAHaines|PR_4969|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Whitman Alfred Haines|0|0||72
228|class1917_WVCreaghan|PR_4959|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |William Vincent Creaghan|0|0||72
229|class1908_GPRigby|PR_5004|Single|tiff|Mike Meade, Alex Rogers|||1908-01-01|Harvey Studio|0|0|0|0| | |George Percy Rigby|0|0||72
230|class1910_AJBrooks|PR_4995|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Alfred Johnson Brooks|0|0||72
231|class1910_ESRenault|PR_5003|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |E Sylvio Renault|0|0||72
232|class1910_FHTingley|PR_4988|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Frank Harvey Tingley|0|0||72
233|class1910_JFGraham|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |James Fred Graham|0|0||72
234|class1910_GFBaird|PR_5001|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |George Frederick Baird|0|0||72
235|class1910_GHPatterson|PR_4990|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |George Harold Patterson|0|0||72
236|class1910_GNBelyea|PR_5002|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |George Nelson Belyea|0|0||72
237|class1910_GSGrimmer|PR_5000|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |George Skiffington Grimmer|0|0||72
239|class1910_ICSSpicer|PR_4999|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Isaac C S Spicer|0|0||72
240|class1910_JBAlexander|PR_4993|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |John B Alexander|0|0||72
241|class1910_JCDever|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Joseph C Dever|0|0||72
242|class1910_JLFeeney|PR_4987|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |John Louis Feeney|0|0||72
243|class1910_JMDuguay|PR_5006|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Joseph M Duguay|0|0||72
244|class1910_JWCurry|PR_4989|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |John William Curry|0|0||72
245|class1910_NECook|PR_4986|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Norman E Cook|0|0||72
246|class1910_PZCaverhill|PR_4991|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Peter Zachariah Caverhill|0|0||72
247|class1910_JWEstey|Pr_4994|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |James Wilfred Estey|0|0||72
248|class1886_WCMurray|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1886-01-01|0|0|0|0|0| | |Walter Charles Murray|0|0||72
249|class1906_CCJones|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1906-01-01|0|0|0|0|0| | |Cecil Charles Jones|0|0||72
250|class1910_AJLandry|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Allain Joseph Landry|0|0||72
251|class1910_GPBurchill|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |George Percival Burchill|0|0||72
252|class1910_HEMcKeen|PR_4998|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Henry Eugene McKeen|0|0||72
253|class1910_JTGibson|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |John Thomas Gibson|0|0||72
254|class1910_MRCSmith|unprocessed|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Melbourne R C Smith|0|0||72
255|class1910_RFArmstrong|PR_4992|Single|tiff|Mike Meade, Alex Rogers|||1910-01-01|Harvey Studio|0|0|0|0| | |Roy Fraser Armstrong|0|0||72
256|class1913_DGWillet|PR_4985|Single|tiff|Mike Meade, Alex Rogers|||1913-01-01|"Climo, St John"|0|0|0|0| | |David Gordon Willet|0|0||72
257|class1915_CRSmith|PR_4979|Single|tiff|Mike Meade, Alex Rogers|||1915-01-01|CE McLean|0|0|0|0| | |Charles Ross Smith|0|0||72
258|class1916_CHJones|PR_4971|Single|tiff|Mike Meade, Alex Rogers|||1916-01-01|Harvey Studio|0|0|0|0| | |Colby Hibbert Jones|0|0||72
259|class1917_AFVanWart|PR_4983|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Arthur Fenwick VanWart|0|0||72
260|class1917_CRSmith|PR_4978|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Charles Ross Smith|0|0||72
261|class1917_EHSTownsend|PR_4982|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Eleanor Harriat Salome Townsend|0|0||72
262|class1917_EWThurrott|PR_4981|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|0|0|0|0|0| | |Ella Winifred Thurrott|0|0||72
263|class1917_GLMiller|PR_4974|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |George Lee Miller|0|0||72
264|class1917_HCMoore|PR_4975|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Harry Clifton Moore|0|0||72
265|class1917_MESmith|PR_4980|Single|tiff|Mike Meade, Alex Rogers|||1917-01-01|Harvey Studio|0|0|0|0| | |Maurice Edward Smith|0|0||72
266|class1918_JFMcIntosh|PR_4973|Single|tiff|Mike Meade, Alex Rogers|||1918-01-01|Harvey Studio|0|0|0|0| | |John Forbes McIntosh|0|0||72
267|class1946_UNB_Biologists|unprocessed|Class|tiff|Mike Meade, Alex Rogers|||1946-01-01|Harvey Studio|0|0|0|0| | |Biology|0|0||72
268|class1946_UNB_Civil_Engineering|unprocessed|Class|tiff|Mike Meade, Alex Rogers|||1946-01-01|0|0|0|0|0| | |Engineering|0|0||72
269|class1907_UNB_Northfield_Delegation|UAPC-16_4021|Class|tiff|Mike Meade, Alex Rogers|||1907-01-01|0|0|0|0|0| | |Northfield Delegation|0|0||72
270|class1905_4109|UAPC-16_4109|Class|tiff|Mike Meade, Alex Rogers|||1905-01-01|CE McLean|0|0|0|0| | | |0|0||72
271|class1957_DramaSociety_4096|UAPC-16_4096|Club|tiff|Mike Meade, Alex Rogers|||1957-01-01|Canadian National Railways|0|0|0|0| | |Drama Society|0|0||72
272|class1975_AdministrativeBoard_4099|UAPC-16_4099|Board|tiff|Mike Meade, Alex Rogers|||1975-01-01|0|0|0|0|0| | |Administrative|0|0||72
273|class1954_SirJamesDunnScholars_4023|UAPC-16_4023|Class|tiff|Mike Meade, Alex Rogers|||1954-01-01|0|0|0|0|0| | |Sir James Dunn Scholars|0|0||72
274|class1954_DramaSociety_4024|UAPC-16_4024|Club|tiff|Mike Meade, Alex Rogers|||1954-01-01|0|0|0|0|0| | |Drama Society|0|0||72
275|class1955_Life_Executives_4026|UAPC-16_4026|Class|tiff|Mike Meade, Alex Rogers|||1955-01-01|0|0|0|0|0| | |Life Executives|0|0||72
276|class1968_English_4031|UAPC-16_4031|Class|tiff|Mike Meade, Alex Rogers|||1968-01-01|0|0|0|0|0| | |English|0|0||72
277|class1965_DramaSociety_4042|UAPC-16_4042|Club|tiff|Mike Meade, Alex Rogers|||1965-01-01|Harvey Studio|0|0|0|0| | |Drama Society|0|0||72
278|class1961_ConferenceDirectorsResidence_4077|UAPC-16_4077|Board|tiff|Mike Meade, Alex Rogers|||1961-01-01|Harvey Studio|0|0|0|0| | |Conference Directors Residence|0|0||72
279|class1970_BusAdmin_4067|UAPC-16_4067|Faculty|tiff|Mike Meade, Alex Rogers|||1970-01-01|Stones Studio|0|0|0|0| | |Business Administration|0|0||72
280|classND_EngineeringStudents_4066|UAPC-16_4066|Class|tiff|Mike Meade, Alex Rogers|||1962-01-01|0|0|0|0|0| | |Engineering|0|0||72
281|class1965_ScholarshipsGeology_4030|UAPC-16_4030|Faculty|tiff|Mike Meade, Alex Rogers|||1965-01-01|Harvey Studio|0|0|0|0| | |Geology Scholarships|0|0||72
282|class1954_ChemistryClass_4022|UAPC-16_4022|Class|tiff|Mike Meade, Alex Rogers|||1954-01-01|0|0|0|0|0| | |Chemistry|0|0||72
283|class1945_HistoryClass_4014|UAPC-16_4014|Class|tiff|Mike Meade, Alex Rogers|||1945-01-01|0|0|0|0|0| | |History|0|0||72
284|class1896_4002|UAPC-16_4002|Class|tiff|Mike Meade, Alex Rogers|||1896-01-01|0|0|0|0|0| | | |0|0||72
285|class1926_ForestryStudents_4101|UAPC-16_4101|Class|tiff|Mike Meade, Alex Rogers|||1926-01-01|0|0|0|0|0| | |Forestry|0|0||72
286|class1900_4110|UAPC-16_4110|Class|tiff|Mike Meade, Alex Rogers|||1900-01-01|Ira J Brown|0|0|0|0| | | |0|0||72
287|class1947_4095|UAPC-16_4095|Club|tiff|Mike Meade, Alex Rogers|||1947-01-01|0|0|0|0|0| | |[CFNB]|0|0||72
288|class1963_DramaSociety_4040|UAPC-16_4040|Club|tiff|Mike Meade, Alex Rogers|||1963-01-01|Harvey Studio|0|0|0|0| | |Drama Society|0|0||72
289|BrunsAug1923vol42_Debating_Team|Brunswickan August 1923 vol 42|Club|tiff|Mike Meade, Alex Rogers|||1923-01-01|0|0|0|0|0| | |Debating Team|0|0||72
290|BrunsAug1923vol42_Editorial_Staff_of_the_Brunswickan|0|Student Paper|tiff|Mike Meade, Alex Rogers|||1923-01-01|0|0|0|0|0| | | |0|0||72
291|BrunsAug1923vol42_Members_of_the_First_Students_Council|0|Council|tiff|Mike Meade, Alex Rogers|||1923-01-01|0|0|0|0|0| | | |0|0||72
292|BrunsMay1926vol45_Debating_Team|Brunswickan May 1926 vol 45|Club|tiff|Mike Meade, Alex Rogers|||1926-01-01|0|0|0|0|0| | |Debating Team|0|0||72
293|BrunsMay1926vol45_Intercollegiate_Debating_Team|Brunswickan May 1926 vol 45|Club|tiff|Mike Meade, Alex Rogers|||1926-01-01|0|0|0|0|0| | |Intercollegiate Debating Team|0|0||72
294|BrunsMay1928vol47_Debating_Team|Brunswickan May 1928 vol 47|Club|tiff|Mike Meade, Alex Rogers|||1928-01-01|0|0|0|0|0| | |Debating Team|0|0||72
295|BrunsMay1928vol47_Ladies_Debating_Team|Brunswickan May 1928 vol 47|Club|tiff|Mike Meade, Alex Rogers|||1928-01-01|0|0|0|0|0| | |Ladies Debating Team|0|0||72
296|BrunsMay1925vol44_Staff_of_the_Brunswickan|Brunswickan May 1925 vol 44|Student Paper|tiff|Mike Meade, Alex Rogers|||1925-01-01|0|0|0|0|0| | |Brunswickan Staff|0|0||72
297|BrunsMay1931vol50_Staff_of_the_Brunswickan|Brunswickan May 1931 vol 50|Student Paper|tiff|Mike Meade, Alex Rogers|||1931-01-01|0|0|0|0|0| | |Brunswickan Staff|0|0||72
298|Reflect1958_1983_Class_of_1963|Reflections 1958-1983|Faculty|tiff|Mike Meade, Alex Rogers|||1963-01-01|0|0|0|0|0| | |First Class of Nursing Graduates|0|0||72
299|UMonApril_May1909vol28_College_Play|University Monthly April_May 1909 vol 28|Club|tiff|Mike Meade, Alex Rogers|||1909-01-01|0|0|0|0|0| | |College Play|0|0||72
300|UMonApril_May1909vol28_Mock_Parliament|University Monthly April_May 1909 vol 28|Club|tiff|Mike Meade, Alex Rogers|||1909-01-01|0|0|0|0|0| | |Mock Parliament|0|0||72
301|UMonDec1910vol30_Junior_Debating_Team|University Monthly December 1910 vol 30|Club|tiff|Mike Meade, Alex Rogers|||1910-01-01|0|0|0|0|0| | |Junior Debating Team|0|0||72
302|UMonFeb1914vol33_YMCACabinet|University Monthly February 1914 vol 33|Club|tiff|Mike Meade, Alex Rogers|||1914-01-01|0|0|0|0|0| | |Y.M.C.A|0|0||72
303|UMonJan1915vol34_Editorial_Staff|University Monthly January 1915 vol 34|Student Paper|tiff|Mike Meade, Alex Rogers|||1915-01-01|0|0|0|0|0| | |Brunswickan Editorial Staff|0|0||72
304|UMonJan_Feb1911vol30_Fourth_Rhodes_Scholar|University Monthly January-February 1911 vol 30|Single|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | |John Babbitt McNair, Fourth Rhodes Scholar|0|0||72
305|UMonJan_Feb1911vol30_Mr_Mrs_RevAHBarker|University Monthly January-February 1911 vol 30|Single|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | |Mr. and Mrs. Rev A H Barker|0|0||72
306|UMonJan_Feb1911vol30_University_Monthly_Editors|0|Student Paper|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | | |0|0||72
307|UMonJune1911vol30_Debating_Team|University Monthly January-February 1911 vol 30|Club|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | |Debating Team|0|0||72
308|UMonJune1913vol32_Debating_Team|University Monthly June 1913 vol 32|Club|tiff|Mike Meade, Alex Rogers|||1913-01-01|0|0|0|0|0| | |Debating Team|0|0||72
309|UMonMarch1911vol30_Dramatic_Club|University Monthly March 1911 vol 30|Club|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | |Dramatic Club|0|0||72
310|UMonMay1914vol33_Debating_Team|University Monthly May 1914 vol 33|Club|tiff|Mike Meade, Alex Rogers|||1914-01-01|0|0|0|0|0| | |Debating Team|0|0||72
311|UMonMay1916vol35_Debating_Team|University Monthly May 1916 vol 35|Club|tiff|Mike Meade, Alex Rogers|||1916-01-01|0|0|0|0|0| | |Debating Team|0|0||72
312|UMonMay1919vol38_Debating_Team|University Monthly May 1919 vol 38|Club|tiff|Mike Meade, Alex Rogers|||1919-01-01|FT Pridham |0|0|0|0| | |Debating Team|0|0||72
313|UMonMay1922vol41_Debating_Team|University Monthly May 1922 vol 41|Club|tiff|Mike Meade, Alex Rogers|||1922-01-01|0|0|0|0|0| | |Debating Team|0|0||72
314|UMonMay_June1905vol24_Debating_Team|University Monthly May_June 1905 vol 24|Club|tiff|Mike Meade, Alex Rogers|||1905-01-01|0|0|0|0|0| | |Debating Team|0|0||72
315|UMonMay_June1905vol24_University_Monthly_Editors|0|Student Paper|tiff|Mike Meade, Alex Rogers|||1905-01-01|0|0|0|0|0| | | |0|0||72
316|UMonMay_June1906vol25_University_Monthly_Editors|0|Student Paper|tiff|Mike Meade, Alex Rogers|||1906-01-01|0|0|0|0|0| | | |0|0||72
317|UMonMay_June1907vol26_Debate_Team|University Monthly May_June 1907 vol 26|Club |tiff|Mike Meade, Alex Rogers|||1907-01-01|0|0|0|0|0| | |Debating Team|0|0||72
318|UMonMay_June1907vol26_Ladies_of_Graduation_Class|0|Class|tiff|Mike Meade, Alex Rogers|||1907-01-01|0|0|0|0|0| | | |0|0||72
319|UMonMay_June1907vol26_University_Monthly_Editors|0|Student Paper|tiff|Mike Meade, Alex Rogers|||1907-01-01|0|0|0|0|0| | | |0|0||72
320|UMonMay_June1908vol27_University_Monthly_Editors|0|Student Paper|tiff|Mike Meade, Alex Rogers|||1908-01-01|0|0|0|0|0| | | |0|0||72
321|UMonMay_June1912vol31_Debating_Team|University Monthly May_June 1912 vol 31|Club|tiff|Mike Meade, Alex Rogers|||1912-01-01|0|0|0|0|0| | |Debating Team|0|0||72
322|UMonNov1908vol28_Professors|University Monthly November 1908 vol 28|Professors|tiff|Mike Meade, Alex Rogers|||1908-01-01|0|0|0|0|0| | | |0|0||72
323|UMonNov1903vol23_University_Monthly_Editors|University Monthly November 1903 vol 23|Student Paper|tiff|Mike Meade, Alex Rogers|||1903-01-01|0|0|0|0|0| | |University Monthly Editors|0|0||72
324|UMonNov1911vol31_University_Monthly_Editors|University Monthly November 1911 vol 31|Student Paper|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | |University Monthly Editors|0|0||72
325|UMonNov1912vol32_University_Monthly_Editors|University Monthly November 1912 vol 32|Student Paper|tiff|Mike Meade, Alex Rogers|||1912-01-01|0|0|0|0|0| | |University Monthly Editors|0|0||72
326|UMonOct1911vol31_James_EHGillis|University Monthly October 1911 vol 31|Single|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | |James EH Gillis|0|0||72
327|UMonOct1911vol31_Professors|University Monthly October 1911 vol 31|Professors|tiff|Mike Meade, Alex Rogers|||1911-01-01|0|0|0|0|0| | | |0|0||72
328|class1969_no69_4048|UAPC-16_4048|Class|tiff|Mike Meade, Alex Rogers|||1969-01-01|Joe Stone and Son Ltd|0|0|0|0| | | |0|0||72
329|DougStartUAPC16_4117_Band|UAPC-16_4117|Club|tiff|Mike Meade, Alex Rogers|||1961-01-01|Harvey Studio|0|0|0|0| | |Band|0|0||72
330|DougStartUAPC16_4121_Band|UAPC-16_4121|Club|tiff|Mike Meade, Alex Rogers|||1964-01-01|Harvey Studio|0|0|0|0| | |Band|0|0||72
331|DougStartUAPC16_4122_Band|UAPC-16_4122|Club|tiff|Mike Meade, Alex Rogers|||1965-01-01|Harvey Studio|0|0|0|0| | |Band|0|0||72
332|DougStartUAPC16_4126_Glee_Club|UAPC-16_4126|Club|tiff|Mike Meade, Alex Rogers|||1964-01-01|Harvey Studio|0|0|0|0| | |Glee Club|0|0||72
333|DougStartUAPC16_4129_Glee_Club|UAPC-16_4129|Club|tiff|Mike Meade, Alex Rogers|||1966-01-01|0|0|0|0|0| | |Glee Club|0|0||72
334|DougStartUAPC16_4127_Glee_Club|UAPC-16_4127|Club|tiff|Mike Meade, Alex Rogers|||1965-01-01|Harvey Studio|0|0|0|0| | |Glee Club|0|0||72
